source_file,is_beta,is_lognormal,num_simulations,network_optimistic,network_pessimistic,network_most_likely,pert_critical,pert_sd,bb2_critical_mean,bb2_critical_sd,bb2_critical_p99,bb2_critical_p10,bb2_critical_p25,lognormal_critical_mean,lognormal_critical_sd,lognormal_critical_p99,lognormal_critical_p10,lognormal_critical_p25,sim_mean,sim_std,sim_min,sim_p10,sim_p25,sim_max,sim_p50,sim_p90,sim_p95,sim_p99,pert_p1,pert_p10,pert_p20,pert_p25,pert_p30,pert_p40,pert_p50,pert_p60,pert_p70,pert_p75,pert_p80,pert_p90,pert_p95,pert_p99,pert_p99_9,bb2_p1,bb2_p10,bb2_p20,bb2_p25,bb2_p30,bb2_p40,bb2_p50,bb2_p60,bb2_p70,bb2_p75,bb2_p80,bb2_p90,bb2_p95,bb2_p99,bb2_p99_9,lognormal_p1,lognormal_p10,lognormal_p20,lognormal_p25,lognormal_p30,lognormal_p40,lognormal_p50,lognormal_p60,lognormal_p70,lognormal_p75,lognormal_p80,lognormal_p90,lognormal_p95,lognormal_p99,lognormal_p99_9,sim_p1,sim_p20,sim_p30,sim_p40,sim_p60,sim_p70,sim_p75,sim_p80,sim_p99_9,SP,TF,AD,LA,simulation_runtime_seconds,distribution,mape_pert,mape_bb2,mape_lognormal,best_method,cluster_id
Set 3.3 LA (high SP)_EV116,0,0,10000,66.0,264,132,143.0,7.582875444,143.0,16.5,182.588602,121.9616206,131.4335486,143.1034492,25.48215638,220.8291303,114.4581597,124.9184378,154.8211971,9.458103036,122.5855824,142.8669234,148.2423203,194.4951727,154.6109142,166.9689883,170.4967331,177.5948664,76.36798291,96.29948335,109.2301749,114.8180304,120.1230723,130.3114025,140.4108764,150.8987522,162.3426367,168.6953444,175.7218259,193.6024261,207.2309025,228.7599868,245.7000131,107.2435395,121.9616206,128.7683291,131.4335486,133.86039,138.3155845,142.5534436,146.8501961,151.4983275,154.0892533,156.9846017,164.6302633,170.9328564,182.588602,195.1472038,100.6158519,114.4581597,121.8317889,124.9184378,127.8355057,133.4743645,139.2088946,145.4307925,152.674188,156.9654508,161.9944568,176.6014401,190.3256167,220.8291303,264,133.8518636,146.7123369,149.7137581,152.2607955,157.0254406,159.7756887,161.1935249,162.7600374,185.446241,0.793,0.043,0.783,0.429,1.773503,triangular,18.928306990389054,7.662894712389169,14.223048921048774,bb2,4
Set 3.3 LA (high SP)_EV117,0,0,10000,61.5,246,123,133.25,7.084313658,133.25,15.375,170.1393791,113.6460555,122.4721703,133.3463958,23.74473663,205.7725987,106.6541943,116.4012715,143.9321921,8.783071697,111.6120168,132.7076552,137.9079966,178.7545003,143.8320011,155.3942573,158.6012093,164.7754054,71.16107499,89.73360948,101.782663,106.9895283,111.9328628,121.4265342,130.8374075,140.6102009,151.2738206,157.1933891,163.7407923,180.4022607,193.1015228,213.162715,228.9477395,99.93147999,113.6460555,119.9886703,122.4721703,124.7335452,128.8849765,132.8338906,136.8376828,141.1688961,143.5831679,146.2811062,153.4054727,159.2783434,170.1393791,181.8417127,93.75568021,106.6541943,113.5250761,116.4012715,119.1194485,124.3738397,129.7173791,135.5150567,142.2645843,146.2632609,150.9493802,164.5604328,177.3488701,205.7725987,246,124.2586056,136.5056189,139.1785299,141.4993629,146.051219,148.431752,149.734762,151.3612877,171.5014682,0.793,0.036,0.783,0.429,1.79856,triangular,19.018334703245007,7.588775081315797,14.195804968391368,bb2,4
Set 3.3 LA (high SP)_EV118,0,0,10000,78.5,314,157,170.0833333,8.562271895,170.0833333,19.625,217.1697766,145.0604123,156.3262661,170.2063751,30.30832236,262.6528292,136.1358415,148.5772328,183.9293582,10.49802722,147.3864241,170.7624604,176.8172897,226.1100793,183.7168953,197.4087451,201.5989325,208.8409271,90.83161604,114.5380219,129.9177081,136.5638695,142.8736541,154.9915924,167.0038454,179.4780614,193.0893482,200.6452202,209.0024747,230.2695523,246.4791795,272.0857419,292.2341065,127.5548159,145.0604123,153.1562702,156.3262661,159.2127366,164.511718,169.5522019,174.6627333,180.1911926,183.272824,186.7165339,195.8102375,203.3065034,217.1697766,232.1069015,119.6718845,136.1358415,144.9059914,148.5772328,152.0467758,158.7536002,165.5742156,172.9745032,181.5897539,186.6937558,192.6752251,210.0486826,226.372135,262.6528292,314,159.8879168,175.1813672,178.3166941,181.1203574,186.3441428,189.3713721,190.9541306,192.7659453,215.9592605,0.793,0.007,0.783,0.429,1.6550953,triangular,19.451766964088407,7.8952048222386315,14.603907237400227,bb2,4
Set 3.3 LA (high SP)_EV119,0,0,10000,72.0,288,144,156.0,8.124038405,156.0,18.0,199.1875658,133.0490406,143.382053,156.1128536,27.79871605,240.9045058,124.863447,136.2746594,168.0277502,10.0626023,132.3896754,155.1507679,161.276678,213.7297907,167.9017561,181.0907536,184.844869,191.8433612,83.31052681,105.0539818,119.1601908,125.2560332,131.0433515,142.1578937,153.1755015,164.6168206,177.1010582,184.0312848,191.6965373,211.2026467,226.0700755,249.5563492,268.0363779,116.9929522,133.0490406,140.4745408,143.382053,146.0295163,150.8897286,155.5128476,160.200214,165.2709028,168.0973673,171.2559292,179.5966509,186.4722069,199.1875658,212.8878587,109.7627476,124.863447,132.9074061,136.2746594,139.4569154,145.6083976,151.8642487,158.6517737,166.5536596,171.2350372,176.7212256,192.6561165,207.6279455,240.9045058,288,145.1674311,159.5347333,162.7238818,165.3905366,170.4482558,173.2333587,174.663362,176.310682,199.4560068,0.793,0.058,0.826,0.4,1.439865,triangular,19.19804097999276,7.507002448915779,14.237666840177441,bb2,4
Set 3.3 LA (high SP)_EV12,0,0,10000,72.5,290,145,157.0833333,8.212033853,157.0833333,18.125,200.5708128,133.9729923,144.3777617,157.1969707,27.99176269,242.5774538,125.7305542,137.2210112,170.6445361,9.877383144,135.9079735,158.0538565,163.7834769,210.2557383,170.3880358,183.4684913,186.9475275,194.4104486,83.88907214,105.7835234,119.9876922,126.1258667,131.9533748,143.1451013,154.2392203,165.759993,178.3309267,185.3092798,193.0277633,212.6693317,227.6400066,251.2893794,269.8977416,117.8054032,133.9729923,141.4500585,144.3777617,147.0436102,151.9375739,156.5927979,161.3127154,166.4186174,169.2647101,172.4452065,180.8438499,187.7671528,200.5708128,214.3662466,110.5249889,125.7305542,133.8303742,137.2210112,140.4253662,146.6195671,152.9188615,159.7535221,167.7102823,172.4241694,177.9484563,193.9940062,209.0698062,242.5774538,290,148.5989607,162.3772999,165.201356,167.8777784,173.0343976,175.7711512,177.2613189,178.8596498,202.1482316,0.793,0.109,0.826,0.2,0.6850701,triangular,19.24188807011483,8.036801574088596,14.605954605005056,bb2,1
Set 3.3 LA (high SP)_EV120,0,0,10000,60.0,240,120,130.0,7.280109889,130.0,15.0,165.9896382,110.8742005,119.4850442,130.0940447,23.16559671,200.7537548,104.0528725,113.5622161,143.3106875,8.688552759,113.0174341,132.2744016,137.3472113,183.5865045,143.0505065,154.6489619,157.8452658,163.7945124,69.42543901,87.54498486,99.30015904,104.3800276,109.202793,118.4649114,127.6462513,137.1806838,147.5842152,153.359404,159.7471144,176.0022056,188.3917296,207.9636244,223.3636482,97.49412682,110.8742005,117.0621174,119.4850442,121.6912636,125.7414405,129.5940396,133.5001783,137.7257523,140.0811394,142.7132743,149.6638758,155.3935058,165.9896382,177.4065489,91.4689563,104.0528725,110.7561718,113.5622161,116.2140961,121.3403314,126.5535405,132.2098114,138.7947164,142.6958643,147.267688,160.5467637,173.0232879,200.7537548,240,123.8789071,136.0735788,138.5555928,140.8422928,145.3663615,147.8155307,149.2006701,150.762848,172.2529727,0.793,0.007,0.783,0.4,2.5409798,triangular,18.73156492449366,8.82022349724226,14.805336085007003,bb2,4
Set 3.3 LA (high SP)_EV121,0,0,10000,62.0,248,124,134.3333333,7.167635593,134.3333333,15.5,171.5226261,114.5700072,123.467879,134.4305129,23.93778327,207.4455467,107.5213015,117.3476233,145.0877595,8.86477361,114.0239667,133.7520257,139.0157271,180.1330338,144.8827984,156.6695771,159.6674738,166.0856839,71.73962031,90.46315102,102.6101643,107.8593619,112.8428861,122.4137418,131.9011263,141.7533733,152.503689,158.4713841,165.0720182,181.8689458,194.6714539,214.8957452,230.8091032,100.743931,114.5700072,120.964188,123.467879,125.7476391,129.9328218,133.913841,137.9501842,142.3166107,144.7505107,147.4703835,154.6526716,160.5732893,171.5226261,183.3201006,94.51792151,107.5213015,114.4480442,117.3476233,120.0878993,125.3850091,130.7719919,136.6168051,143.4212069,147.4523931,152.1766109,165.8983225,178.7907309,207.4455467,248,125.4858081,137.5384164,140.2834422,142.6380113,147.2981648,149.7389917,151.147749,152.6417501,173.6332222,0.793,0.0,0.783,0.429,1.3555871,triangular,18.97513684886672,7.584258037402364,14.181111736336375,bb2,4
Set 3.3 LA (high SP)_EV122,0,0,10000,72.0,288,144,156.0,8.238628527,156.0,18.0,199.1875658,133.0490406,143.382053,156.1128536,27.79871605,240.9045058,124.863447,136.2746594,169.2642028,9.951640612,125.5340329,156.52101,162.4926371,209.2770522,169.1829398,182.0619485,185.78587,192.9238034,83.31052681,105.0539818,119.1601908,125.2560332,131.0433515,142.1578937,153.1755015,164.6168206,177.1010582,184.0312848,191.6965373,211.2026467,226.0700755,249.5563492,268.0363779,116.9929522,133.0490406,140.4745408,143.382053,146.0295163,150.8897286,155.5128476,160.200214,165.2709028,168.0973673,171.2559292,179.5966509,186.4722069,199.1875658,212.8878587,109.7627476,124.863447,132.9074061,136.2746594,139.4569154,145.6083976,151.8642487,158.6517737,166.5536596,171.2350372,176.7212256,192.6561165,207.6279455,240.9045058,288,147.2328925,160.8047138,164.0165958,166.5664169,171.7446152,174.5461277,175.9318309,177.6634385,200.5521261,0.793,0.007,0.783,0.429,1.8857682,triangular,19.209325255786712,7.9742337650157245,14.560238645614426,bb2,4
Set 3.3 LA (high SP)_EV123,0,0,10000,69.5,278,139,150.5833333,8.219641111,150.5833333,17.375,192.2713309,128.4292822,138.4035095,150.6922684,26.83348286,232.539766,120.5279106,131.5429004,162.7810972,10.06039363,128.4943941,150.160912,155.9602147,204.5211389,162.57738,175.8311207,179.3966997,186.4270041,80.41780019,101.4062741,115.0226842,120.9068654,126.4932352,137.2218557,147.8569077,158.9009588,170.9517159,177.6413096,185.0404075,203.8692215,218.2204201,240.8911982,258.7295592,112.9306969,128.4292822,135.5969526,138.4035095,140.959047,145.6505019,150.1130959,154.6377065,159.5323298,162.2606531,165.3095427,173.3606561,179.9974775,192.2713309,205.4959192,105.951541,120.5279106,128.2925656,131.5429004,134.6146614,140.5525505,146.5911845,153.1430315,160.7705464,165.2893762,170.5850719,185.966668,200.4186418,232.539766,278,139.0274419,154.3856622,157.3278267,160.0529035,165.3088996,167.9992158,169.5489323,171.3235586,194.6104061,0.793,0.007,0.783,0.429,1.8656449,triangular,18.911877208914742,7.56747828791873,14.147238817382751,bb2,4
Set 3.3 LA (high SP)_EV124,0,0,10000,69.0,276,138,149.5,7.794228634,149.5,17.25,190.8880839,127.5053306,137.4078008,149.6081514,26.64043622,230.8668181,119.6608033,130.5965486,161.5265415,9.614804582,123.9702399,149.2926603,154.9360427,196.2845704,161.3540899,173.8306298,177.4876853,185.1114673,79.83925486,100.6767326,114.1951829,120.0370318,125.5832119,136.2346481,146.7931889,157.7577864,169.7218475,176.3633146,183.7091816,202.4025364,216.650489,239.158168,256.8681955,112.1182458,127.5053306,134.621435,137.4078008,139.9449532,144.6026566,149.0331456,153.525205,158.3846152,161.0933103,164.1202655,172.1134571,178.7025317,190.8880839,204.0175313,105.1892997,119.6608033,127.3695975,130.5965486,133.6462105,139.5413811,145.5365716,152.0412831,159.6139238,164.100244,169.3578412,184.6287783,198.9767811,230.8668181,276,139.8528279,153.4530513,156.3830874,158.9234877,163.8076059,166.4289716,167.9621855,169.5349093,191.7049455,0.793,0.051,0.783,0.429,1.5202565,triangular,19.15360472436337,7.651882744520362,14.304591047713462,bb2,4
Set 3.3 LA (high SP)_EV125,0,0,10000,69.0,276,138,149.5,7.874007874,149.5,17.25,190.8880839,127.5053306,137.4078008,149.6081514,26.64043622,230.8668181,119.6608033,130.5965486,161.6073977,9.719470302,128.4956157,149.1309798,154.8361137,198.565657,161.4787881,174.2219458,177.7923352,184.4932597,79.83925486,100.6767326,114.1951829,120.0370318,125.5832119,136.2346481,146.7931889,157.7577864,169.7218475,176.3633146,183.7091816,202.4025364,216.650489,239.158168,256.8681955,112.1182458,127.5053306,134.621435,137.4078008,139.9449532,144.6026566,149.0331456,153.525205,158.3846152,161.0933103,164.1202655,172.1134571,178.7025317,190.8880839,204.0175313,105.1892997,119.6608033,127.3695975,130.5965486,133.6462105,139.5413811,145.5365716,152.0412831,159.6139238,164.100244,169.3578412,184.6287783,198.9767811,230.8668181,276,139.7111359,153.2390163,156.362089,159.1258475,164.0078238,166.6307471,168.1290925,169.7561948,194.457375,0.793,0.029,0.783,0.429,2.5174273,triangular,19.00012377067467,7.595980279450274,14.18741776881939,bb2,4
Set 3.3 LA (high SP)_EV126,0,0,10000,68.5,274,137,148.4166667,7.790218225,148.4166667,17.125,189.5048369,126.5813789,136.4120921,148.5240344,26.44738958,229.1938701,118.7936961,129.6501968,160.6218179,9.702380988,120.8462521,148.1708081,154.0454519,200.7923864,160.5286144,173.1454588,176.8103866,183.4293807,79.26070954,99.94719105,113.3676816,119.1671982,124.6731886,135.2474405,145.7294702,156.614614,168.491979,175.0853195,182.3779556,200.9358514,215.0805579,237.4251378,255.0068317,111.3057948,126.5813789,133.6459173,136.4120921,138.9308593,143.5548112,147.9531953,152.4127036,157.2369006,159.9259675,162.9309882,170.8662582,177.4075858,189.5048369,202.5391434,104.4270584,118.7936961,126.4466294,129.6501968,132.6777597,138.5302117,144.4819588,150.9395347,158.4573012,162.9111118,168.1306104,183.2908886,197.5349204,229.1938701,274,138.5015509,152.4315604,155.4710245,158.0729811,162.9754832,165.6879366,167.1171108,168.7779416,191.3810845,0.793,0.022,0.826,0.4,1.9728435,triangular,19.056957075256246,7.718655063459656,14.312111443182658,bb2,4
Set 3.3 LA (high SP)_EV127,0,0,10000,68.5,274,137,148.4166667,7.877975628,148.4166667,17.125,189.5048369,126.5813789,136.4120921,148.5240344,26.44738958,229.1938701,118.7936961,129.6501968,159.9149468,9.787610988,124.9602418,147.2882878,153.2339774,196.9128224,159.7911661,172.6839371,176.2749336,183.2862387,79.26070954,99.94719105,113.3676816,119.1671982,124.6731886,135.2474405,145.7294702,156.614614,168.491979,175.0853195,182.3779556,200.9358514,215.0805579,237.4251378,255.0068317,111.3057948,126.5813789,133.6459173,136.4120921,138.9308593,143.5548112,147.9531953,152.4127036,157.2369006,159.9259675,162.9309882,170.8662582,177.4075858,189.5048369,202.5391434,104.4270584,118.7936961,126.4466294,129.6501968,132.6777597,138.5302117,144.4819588,150.9395347,158.4573012,162.9111118,168.1306104,183.2908886,197.5349204,229.1938701,274,138.0500626,151.5087916,154.7925959,157.3729389,162.2585576,164.9667629,166.4299747,168.1836495,189.2877513,0.793,0.022,0.783,0.429,2.1364325,triangular,19.08920278238212,7.500600696293887,14.1697297938856,bb2,4
Set 3.3 LA (high SP)_EV128,0,0,10000,70.0,280,140,151.6666667,8.231038817,151.6666667,17.5,193.6545779,129.3532339,139.3992182,151.7763855,27.0265295,234.212714,121.3950179,132.4892522,163.6592325,10.19999694,131.2608337,150.6821303,156.6939635,202.4584566,163.5044378,176.9617951,180.5731036,187.7847242,80.99634551,102.1358157,115.8501855,121.7766989,127.4032584,138.2090633,148.9206265,160.0441311,172.1815844,178.9193046,186.3716335,205.3359065,219.7903512,242.6242284,260.590923,113.743148,129.3532339,136.5724703,139.3992182,141.9731409,146.6983472,151.1930462,155.750208,160.6800444,163.427996,166.49882,174.6078551,181.2924234,193.6545779,206.9743071,106.7137823,121.3950179,129.2155337,132.4892522,135.5831122,141.5637199,147.6457973,154.24478,161.9271691,166.4785084,171.8123026,187.3045577,201.8605026,234.212714,280,140.6036715,155.030206,158.08966,160.93729,166.0157885,168.8589728,170.6113926,172.4000445,195.5105199,0.793,0.109,0.783,0.429,0.6251165,triangular,18.89346196812111,7.476796611755651,14.076180672602515,bb2,4
Set 3.3 LA (high SP)_EV129,0,0,10000,85.0,340,170,184.1666667,9.212762886,184.1666667,21.25,235.1519874,157.071784,169.2704793,184.2998967,32.81792867,284.4011527,147.408236,160.8798062,199.3360738,11.5346499,158.1720797,184.7135502,191.4216979,243.4659513,199.2133529,214.1389458,218.636053,226.8136813,98.35270527,124.0220619,140.6752253,147.8717058,154.7039567,167.8252912,180.8321893,194.3393021,209.0776382,217.2591556,226.3084121,249.3364579,266.8882836,294.6151345,316.431835,138.1166797,157.071784,165.8379996,169.2704793,172.3959568,178.1337073,183.5915562,189.1252526,195.1114824,198.4482808,202.1771386,212.023824,220.1407999,235.1519874,251.3259443,129.5810214,147.408236,156.9045767,160.8798062,164.6366362,171.8988028,179.2841824,187.2972328,196.6258482,202.1524745,208.6292246,227.4412486,245.1163246,284.4011527,340,173.3894748,189.5288035,193.0575593,196.2366872,202.0183085,205.3293617,207.1420572,209.0829054,233.5306172,0.793,0.014,0.783,0.429,2.4333434,triangular,19.391997368354488,7.931960829490459,14.614311599417059,bb2,4
Set 3.3 LA (high SP)_EV13,0,0,10000,61.0,244,122,132.1666667,7.339959128,132.1666667,15.25,168.7561321,112.7221038,121.4764616,132.2622788,23.55168999,204.0996507,105.787087,115.4549197,142.7768392,9.072242851,111.7597804,131.2706571,136.6484097,181.3690768,142.6221541,154.5648405,158.0022311,164.3351179,70.58252966,89.00406794,100.9551617,106.1196948,111.0228395,120.4393266,129.7736888,139.4670286,150.0439521,155.915394,162.4095663,178.9355757,191.5315917,211.4296848,227.0863757,99.11902893,112.7221038,119.0131527,121.4764616,123.7194513,127.8371312,131.7539403,135.7251813,140.0211815,142.415825,145.0918289,152.1582737,157.9833975,168.7561321,180.3633248,92.9934389,105.787087,112.602108,115.4549197,118.1509977,123.3626702,128.6627662,134.4133083,141.1079616,145.0741287,149.7221494,163.2225431,175.9070094,204.0996507,244,122.0878673,135.1390985,138.0178604,140.4057956,144.9030233,147.4544773,148.815974,150.3300854,170.7851486,0.793,0.101,0.783,0.222,0.7994296,triangular,18.78235657752033,7.462564499262427,14.014184886221623,bb2,1
Set 3.3 LA (high SP)_EV130,0,0,10000,78.5,314,157,170.0833333,8.799857953,170.0833333,19.625,217.1697766,145.0604123,156.3262661,170.2063751,30.30832236,262.6528292,136.1358415,148.5772328,185.2192925,10.90116966,150.8576844,171.3897409,177.7287235,241.8524161,184.9918565,199.2862458,203.3902988,210.8331761,90.83161604,114.5380219,129.9177081,136.5638695,142.8736541,154.9915924,167.0038454,179.4780614,193.0893482,200.6452202,209.0024747,230.2695523,246.4791795,272.0857419,292.2341065,127.5548159,145.0604123,153.1562702,156.3262661,159.2127366,164.511718,169.5522019,174.6627333,180.1911926,183.272824,186.7165339,195.8102375,203.3065034,217.1697766,232.1069015,119.6718845,136.1358415,144.9059914,148.5772328,152.0467758,158.7536002,165.5742156,172.9745032,181.5897539,186.6937558,192.6752251,210.0486826,226.372135,262.6528292,314,160.5067593,175.9776688,179.304641,182.1781975,187.8655062,190.8906979,192.6213714,194.5539266,219.1619254,0.793,0.022,0.783,0.429,1.8783026,triangular,19.147717718424648,8.157583368760687,14.66795112508717,bb2,4
Set 3.3 LA (high SP)_EV131,0,0,10000,70.0,280,140,151.6666667,7.960841664,151.6666667,17.5,193.6545779,129.3532339,139.3992182,151.7763855,27.0265295,234.212714,121.3950179,132.4892522,165.3138639,9.672194679,128.0585851,152.8169663,158.7687211,206.2216637,165.2450436,177.764,181.3431333,188.085908,80.99634551,102.1358157,115.8501855,121.7766989,127.4032584,138.2090633,148.9206265,160.0441311,172.1815844,178.9193046,186.3716335,205.3359065,219.7903512,242.6242284,260.590923,113.743148,129.3532339,136.5724703,139.3992182,141.9731409,146.6983472,151.1930462,155.750208,160.6800444,163.427996,166.49882,174.6078551,181.2924234,193.6545779,206.9743071,106.7137823,121.3950179,129.2155337,132.4892522,135.5831122,141.5637199,147.6457973,154.24478,161.9271691,166.4785084,171.8123026,187.3045577,201.8605026,234.212714,280,143.5286955,157.1718946,160.1301829,162.7700818,167.6182949,170.3008246,171.7443816,173.4853694,195.021802,0.793,0.029,0.783,0.429,1.9456687,triangular,19.219123302203094,8.24141788856679,14.750949791914763,bb2,4
Set 3.3 LA (high SP)_EV132,0,0,10000,59.0,236,118,127.8333333,7.115124735,127.8333333,14.75,163.2231442,109.0262972,117.4936268,127.9258106,22.77950343,197.4078589,102.3186579,111.6695125,138.3679684,8.875129432,107.1116172,127.0838312,132.4080505,172.5082437,138.2130073,149.8848968,153.1249642,159.6573846,68.26834836,86.08590178,97.64515639,102.6403605,107.3827464,116.4904962,125.5188137,134.8943391,145.1244783,150.8034139,157.0846625,173.0688355,185.2518674,204.497564,219.6409208,95.8692247,109.0262972,115.1110821,117.4936268,119.6630759,123.6457498,127.434139,131.2751753,135.4303231,137.7464537,140.3347197,147.1694778,152.803614,163.2231442,174.4497731,89.94447369,102.3186579,108.9102356,111.6695125,114.2771945,119.3179925,124.4443149,130.0063145,136.4814711,140.3175999,144.8132265,157.8709843,170.1395665,197.4078589,236,117.8290976,130.9978399,133.6757837,135.9546073,140.4765853,142.8741851,144.2404633,145.9182141,166.7407713,0.793,0.036,0.826,0.4,1.9255372,triangular,18.629734442271346,7.502655162281702,13.960859204396684,bb2,4
Set 3.3 LA (high SP)_EV133,0,0,10000,77.0,308,154,166.8333333,8.344159634,166.8333333,19.25,213.0200356,142.2885573,153.33914,166.954024,29.72918245,257.6339854,133.5345197,145.7381774,180.4013542,10.23017635,139.2713939,167.2934843,173.5235059,217.9599271,180.2901541,193.6659286,197.4603982,204.2634193,89.09598006,112.3493972,127.4352041,133.9543688,140.1435843,152.0299696,163.8126891,176.0485443,189.3997428,196.8112351,205.0087969,225.8694972,241.7693863,266.8866513,286.6500152,125.1174627,142.2885573,150.2297173,153.33914,156.170455,161.368182,166.3123509,171.3252288,176.7480488,179.7707956,183.148702,192.0686406,199.4216658,213.0200356,227.6717378,117.3851606,133.5345197,142.1370871,145.7381774,149.1414234,155.7200919,162.410377,169.669258,178.119886,183.1263592,188.9935329,206.0350135,222.0465528,257.6339854,308,156.6735389,171.8873981,174.9444946,177.631295,182.9542388,185.8205664,187.3537297,188.9611272,211.27621,0.793,0.101,0.783,0.429,0.7861249,triangular,19.51516014581981,7.94580917785409,14.66695399715348,bb2,4
Set 3.3 LA (high SP)_EV134,0,0,10000,74.0,296,148,160.3333333,8.403868157,160.3333333,18.5,204.7205537,136.7448473,147.3648878,160.4493218,28.57090261,247.5962976,128.331876,140.0600666,172.9860356,10.36542166,135.8541781,159.6833184,165.9383155,213.4811186,172.9039674,186.3353635,190.1883962,197.5731216,85.62470811,107.972148,122.4701961,128.7353674,134.6834446,146.1067241,157.4303766,169.1895101,182.0205321,189.1432649,197.0214411,217.0693869,232.3497998,256.4884701,275.4818328,120.2427564,136.7448473,144.3766114,147.3648878,150.0858918,155.0811099,159.8326489,164.6502199,169.8617612,172.7667386,176.0130383,184.5854468,191.6519905,204.7205537,218.8014104,112.8117128,128.331876,136.5992785,140.0600666,143.3307186,149.6530754,156.0827,163.0587674,171.1801502,175.991566,181.6301485,198.0076753,213.3953884,247.5962976,296,149.3855861,164.1773743,167.4482211,170.187578,175.6656926,178.3257838,179.8581381,181.5779615,206.5861511,0.793,0.051,0.783,0.429,1.2955413,triangular,19.120836920705187,7.546388316785275,14.209041060146228,bb2,4
Set 3.3 LA (high SP)_EV135,0,0,10000,67.0,268,134,145.1666667,7.770135134,145.1666667,16.75,185.3550959,123.8095239,133.424966,145.2716832,25.86824966,224.1750262,116.1923742,126.8111414,157.8676036,9.476244247,123.4432641,145.7990059,151.2877678,194.9623368,157.6733348,170.1522731,173.6055348,179.8689756,77.52507356,97.75856643,110.8851776,116.5576975,121.9431188,132.2858177,142.5383139,153.185097,164.8023736,171.2513344,178.3842778,196.5357962,210.3707647,232.2260472,249.4227405,108.8684416,123.8095239,130.7193644,133.424966,135.8885777,140.4112752,144.7133443,149.0751991,153.7937567,156.423939,159.3631563,167.1246613,173.5227481,185.3550959,198.1039797,102.1403345,116.1923742,123.6777251,126.8111414,129.7724073,135.4967034,141.3181203,147.6342894,154.9874333,159.3437152,164.4489182,179.2772195,193.2093382,224.1750262,268,136.6646041,149.793188,152.7522166,155.3340931,160.1806551,162.8745415,164.4083082,166.0242585,187.192949,0.793,0.123,0.783,0.429,0.5265093,triangular,19.063563372696454,8.060716705715846,14.568585751795343,bb2,4
Set 3.3 LA (high SP)_EV136,0,0,10000,66.5,266,133,144.0833333,7.644442426,144.0833333,16.625,183.971849,122.8855722,132.4292573,144.1875662,25.67520302,222.5020783,115.325267,125.8647896,156.5458783,9.351937872,125.01146,144.5918774,150.2916506,200.1377748,156.476472,168.6639466,172.0117068,178.3896551,76.94652824,97.02902489,110.0576763,115.687864,121.0330955,131.2986101,141.4745951,152.0419246,163.5725052,169.9733394,177.0530518,195.0691112,208.8008336,230.493017,247.5613768,108.0559906,122.8855722,129.7438468,132.4292573,134.8744838,139.3634299,143.6333939,147.9626976,152.6460421,155.2565962,158.173879,165.8774623,172.2278022,183.971849,196.6255918,101.3780932,115.325267,122.754757,125.8647896,128.8039565,134.4855339,140.2635074,146.532541,153.8308106,158.154583,163.2216875,177.9393298,191.7674775,222.5020783,266,134.7170219,148.7279748,151.6326302,154.0957483,158.8326545,161.4388142,162.8424962,164.484737,184.6148329,0.793,0.065,0.783,0.429,1.6914006,triangular,19.15519316743105,8.031339078230703,14.583134442415075,bb2,4
Set 3.3 LA (high SP)_EV137,0,0,10000,67.0,268,134,145.1666667,7.960841664,145.1666667,16.75,185.3550959,123.8095239,133.424966,145.2716832,25.86824966,224.1750262,116.1923742,126.8111414,158.4625937,9.820743276,116.5177416,146.2235823,151.6234484,193.9066294,158.3088007,171.1148334,174.8057554,182.3811566,77.52507356,97.75856643,110.8851776,116.5576975,121.9431188,132.2858177,142.5383139,153.185097,164.8023736,171.2513344,178.3842778,196.5357962,210.3707647,232.2260472,249.4227405,108.8684416,123.8095239,130.7193644,133.424966,135.8885777,140.4112752,144.7133443,149.0751991,153.7937567,156.423939,159.3631563,167.1246613,173.5227481,185.3550959,198.1039797,102.1403345,116.1923742,123.6777251,126.8111414,129.7724073,135.4967034,141.3181203,147.6342894,154.9874333,159.3437152,164.4489182,179.2772195,193.2093382,224.1750262,268,136.2195194,150.1680796,153.1277177,155.6917714,160.884123,163.5287967,164.9569143,166.6325026,189.3133769,0.793,0.014,0.826,0.4,1.9918083,triangular,18.77297444290722,8.145992157983937,14.431110627031257,bb2,4
Set 3.3 LA (high SP)_EV138,0,0,10000,65.5,262,131,141.9166667,7.344215411,141.9166667,16.375,181.205355,121.0376689,130.4378399,142.0193321,25.28910974,219.1561824,113.5910524,123.972086,155.4265347,9.146851385,121.1174934,143.754289,149.1716224,189.3917779,155.4022377,167.1772135,170.6542509,177.3907198,75.78943759,95.56994181,108.4026736,113.9481969,119.213049,129.3241949,139.3471576,149.7555799,161.1127682,167.4173493,174.3905999,192.1357411,205.6609715,227.0269566,243.8386493,106.4310884,121.0376689,127.7928115,130.4378399,132.8462961,137.2677392,141.4734933,145.7376946,150.3506129,152.9219105,155.7953245,163.3830644,169.6379105,181.205355,193.6688159,99.85361063,113.5910524,120.9088208,123.972086,126.8670549,132.4631951,138.1542818,144.3290441,151.5175654,155.7763186,160.767226,175.2635504,188.883756,219.1561824,262,134.5799791,147.808524,150.5395025,153.1284423,157.5385012,160.0486178,161.4755625,163.133455,184.6643527,0.793,0.014,0.783,0.429,2.5734231,triangular,19.054363811039526,8.475326746620729,14.789000556600858,bb2,4
